id,type,z_battle_stage_effect_escalation_type,banner_image_path,listbutton_image_path,announcement_id,priority,danger_line_hp,start_at,end_at,eventkagi_start_at,eventkagi_end_at,enable_battle_auto,cpu_friend_list_id,related_z_battle_stage_id,unlock_conditions
1,ZBattleStage::Normal,1,banners/en/event/eve_banner/zbattle_list_banner_1.png,banners/en/event/eve_listbutton/myp_banner_event_zbattle_001.png,103069,0,35000,2024-12-27 02:00:00,2038-01-01 00:00:00,2021-01-04 00:00:00,2038-01-01 00:00:00,1,514,,"{""level"": 30}"
2,ZBattleStage::Normal,2,banners/en/event/eve_banner/zbattle_list_banner_2.png,banners/en/event/eve_listbutton/myp_banner_event_zbattle_002.png,100842,0,35000,2024-12-27 02:00:00,2038-01-01 00:00:00,2021-01-04 00:00:00,2038-01-01 00:00:00,1,514,,"{""level"": 30}"
3,ZBattleStage::Normal,3,banners/en/event/eve_banner/zbattle_list_banner_3.png,banners/en/event/eve_listbutton/myp_banner_event_zbattle_003.png,100963,0,35000,2024-12-27 02:00:00,2038-01-01 00:00:00,2021-01-18 06:00:00,2038-01-01 00:00:00,1,514,,{}
4,ZBattleStage::Normal,4,banners/en/event/eve_banner/zbattle_list_banner_4.png,banners/en/event/eve_listbutton/myp_banner_event_zbattle_004.png,101074,0,35000,2024-12-27 02:00:00,2038-01-01 00:00:00,2021-01-04 00:00:00,2038-01-01 00:00:00,1,514,,"{""level"": 30}"
5,ZBattleStage::Normal,5,banners/en/event/eve_banner/zbattle_list_banner_5.png,banners/en/event/eve_listbutton/myp_banner_event_zbattle_005.png,100996,0,35000,2019-05-15 06:30:00,2038-01-01 00:00:00,,,1,514,,{}
6,ZBattleStage::Normal,6,banners/en/event/eve_banner/zbattle_list_banner_6.png,banners/en/event/eve_listbutton/myp_banner_event_zbattle_006.png,200292,0,35000,2024-12-27 02:00:00,2038-01-01 00:00:00,2021-01-04 00:00:00,2038-01-01 00:00:00,1,514,,"{""level"": 30}"
7,ZBattleStage::Normal,7,banners/en/event/eve_banner/zbattle_list_banner_7.png,banners/en/event/eve_listbutton/myp_banner_event_zbattle_007.png,101132,0,35000,2024-12-27 02:00:00,2038-01-01 00:00:00,2021-01-04 00:00:00,2038-01-01 00:00:00,1,514,,"{""level"": 30}"
8,ZBattleStage::Normal,8,banners/en/event/eve_banner/zbattle_list_banner_8.png,banners/en/event/eve_listbutton/myp_banner_event_zbattle_008.png,100990,0,0,2018-08-16 05:00:00,2018-08-28 04:59:59,,,1,514,,{}
9,ZBattleStage::Normal,9,banners/en/event/eve_banner/zbattle_list_banner_9.png,banners/en/event/eve_listbutton/myp_banner_event_zbattle_009.png,101037,0,35000,2024-12-27 02:00:00,2038-01-01 00:00:00,2021-01-18 06:00:00,2038-01-01 00:00:00,1,514,,{}
10,ZBattleStage::Normal,10,banners/en/event/eve_banner/zbattle_list_banner_10.png,banners/en/event/eve_listbutton/myp_banner_event_zbattle_010.png,101052,0,0,2018-05-21 06:30:00,2018-06-06 05:59:59,,,1,514,,{}
